,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,#NAME?
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
55,Iván Alejo,es ESP,MFFW,Eibar,es La Liga,22,1995,22,14,1102,12.2,1,3,4,1,0,0,5,0,0.5,0.5,2.1,2.6,71,20,125,0.08,0.25,0.33,0.08,0.33,0.04,0.17,0.21,0.04,0.21,Matches,3d7e48ce
56,Alexander,ar ARG,MFFW,Leganés,es La Liga,28,1988,13,13,1060,11.8,2,2,4,1,1,1,1,0,2.2,1.4,2.5,3.9,17,26,72,0.17,0.17,0.34,0.08,0.25,0.19,0.21,0.4,0.12,0.33,Matches,3e1858af
57,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18,1998,19,18,1573,17.5,1,1,2,1,0,0,3,0,1,1,2.6,3.6,39,94,126,0.06,0.06,0.11,0.06,0.11,0.05,0.15,0.21,0.05,0.21,Matches,cd1acf9d
58,Alexis,es ESP,DF,Alavés,es La Liga,31,1985,28,25,2184,24.3,1,0,1,1,0,0,6,0,1.2,1.2,0.3,1.5,5,34,11,0.04,0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,Matches,db0cd1ae
59,Alisson,br BRA,GK,Roma,it Serie A,24,1992,37,37,3330,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7a2e46a8
60,Allan,br BRA,MF,Napoli,it Serie A,26,1991,38,32,2850,31.7,4,5,9,4,0,0,2,0,3.8,3.8,3.6,7.3,83,186,135,0.13,0.16,0.28,0.13,0.28,0.12,0.11,0.23,0.12,0.23,Matches,cc700722
61,Joe Allen,wls WAL,MF,Stoke City,eng Premier League,27,1990,36,36,3139,34.9,2,6,8,2,0,0,8,0,1.8,1.8,2.8,4.6,37,165,89,0.06,0.17,0.23,0.06,0.23,0.05,0.08,0.13,0.05,0.13,Matches,9feb8f24
62,Dele Alli,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,36,34,2958,32.9,9,10,19,9,0,0,7,0,9.1,9.1,8.2,17.3,100,181,359,0.27,0.3,0.58,0.27,0.58,0.28,0.25,0.53,0.28,0.53,Matches,cea4ee8f
63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,34,30,2781,30.9,2,1,3,2,0,0,3,0,1.1,1.1,0.5,1.7,19,114,14,0.06,0.03,0.1,0.06,0.1,0.04,0.02,0.05,0.04,0.05,Matches,b18a3023
64,José Alonso Lara,es ESP,MF,Sevilla,es La Liga,17,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,7e28d6f7
65,Marcos Alonso,es ESP,DFMF,Chelsea,eng Premier League,26,1990,33,33,2855,31.7,7,2,9,7,0,0,6,0,4.1,4.1,2.8,7,78,103,261,0.22,0.06,0.28,0.22,0.28,0.13,0.09,0.22,0.13,0.22,Matches,f4290206
66,Ricky Álvarez,ar ARG,MF,Sampdoria,it Serie A,29,1988,12,2,267,3,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,7,13,30,0.34,0.34,0.67,0.34,0.67,0.14,0.17,0.31,0.14,0.31,Matches,92a5ac34
67,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,30,1986,17,16,1476,16.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,8875b8c9
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,8,7,675,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,10,41,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,3ecc11d8
69,Dani Alves,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,25,23,2063,22.9,1,7,8,1,0,0,7,1,1.4,1.4,5,6.3,76,168,144,0.04,0.31,0.35,0.04,0.35,0.06,0.22,0.28,0.06,0.28,Matches,c9e99e49
70,Ibrahim Amadou,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,30,30,2405,26.7,0,0,0,0,0,0,3,1,0.9,0.9,0.4,1.3,18,114,19,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,Matches,9260926b
71,Eloi Amagat,es ESP,MF,Girona,es La Liga,32,1985,2,0,15,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,3,0,0,0,0,0,0,1.2,0,1.2,1.2,1.2,Matches,12a875ce
72,Morgan Amalfitano,fr FRA,MFFW,Rennes,fr Ligue 1,32,1985,14,10,746,8.3,0,0,0,0,0,0,2,2,1,1,0.5,1.5,16,24,34,0,0,0,0,0,0.12,0.06,0.18,0.12,0.18,Matches,ab914649
73,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,27,1989,33,31,2703,30,0,3,3,0,0,0,5,0,0.3,0.3,1.8,2.2,50,146,46,0,0.1,0.1,0,0.1,0.01,0.06,0.07,0.01,0.07,Matches,d7bf3d19
74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,8,6,487,5.4,0,0,0,0,0,0,1,2,0,0,0,0,5,14,4,0,0,0,0,0,0,0,0,0,0,Matches,1a4ef233
75,Jordi Amat,id IDN,DFMF,Betis,es La Liga,25,1992,25,24,2045,22.7,0,0,0,0,0,0,7,2,0.4,0.4,0.1,0.5,13,101,5,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,d70a2141
76,Amath,sn SEN,MFFW,Getafe,es La Liga,21,1996,37,36,2859,31.8,3,3,6,3,0,0,9,0,4.4,4.4,2.7,7.2,66,66,158,0.09,0.09,0.19,0.09,0.19,0.14,0.09,0.23,0.14,0.23,Matches,f3b1d9a2
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,27,24,2193,24.4,0,5,5,0,0,0,7,0,0.6,0.6,2,2.6,70,90,83,0,0.21,0.21,0,0.21,0.02,0.08,0.11,0.02,0.11,Matches,22721b88
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,Matches,2930c9d8
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,36,35,3154,35,1,1,2,1,0,0,3,1,1.4,1.4,1.1,2.4,41,107,83,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07,Matches,bcc81786
80,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,20,1996,28,19,1744,19.4,2,3,5,2,0,0,4,0,2.9,2.9,3.4,6.4,51,89,116,0.1,0.15,0.26,0.1,0.26,0.15,0.18,0.33,0.15,0.33,Matches,555d5edd
81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,10b9fa99
82,Nordin Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,3,3,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,7,22,0,0,0,0,0,0.02,0.06,0.09,0.02,0.09,Matches,7c2a398c
83,Nordin Amrabat,ma MAR,FWMF,Leganés,es La Liga,30,1987,30,17,1623,18,2,4,6,2,0,0,6,1,3.7,3.7,3.2,6.9,87,50,146,0.11,0.22,0.33,0.11,0.33,0.2,0.18,0.38,0.2,0.38,Matches,7c2a398c
84,Jon Ander Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,983ccabe
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,7,6,546,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,27,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,e34fc66d
86,Felipe Anderson,br BRA,FWMF,Lazio,it Serie A,24,1993,21,9,1162,12.9,4,6,10,4,0,0,0,0,2.8,2.8,4.3,7.1,98,83,140,0.31,0.46,0.77,0.31,0.77,0.22,0.33,0.55,0.22,0.55,Matches,9f1893b9
87,Florin Andone,ro ROU,FW,La Coruña,es La Liga,24,1993,29,16,1636,18.2,7,3,10,7,0,1,6,0,11.4,10.6,0.9,11.5,41,11,144,0.39,0.17,0.55,0.39,0.55,0.63,0.05,0.68,0.58,0.63,Matches,dc008610
88,Nícolas Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,36,3240,36,0,0,0,0,0,0,2,1,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,326d09ef
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,26,1990,34,34,3011,33.5,3,3,6,3,0,0,11,1,4.3,4.3,1.9,6.2,48,234,117,0.09,0.09,0.18,0.09,0.18,0.13,0.06,0.19,0.13,0.19,Matches,ef9c1c95
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,23,20,1829,20.3,0,0,0,0,0,0,5,0,0.2,0.2,0,0.2,11,54,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,13d820de
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,23,2070,23,1,2,3,1,0,0,4,0,0.1,0.1,1.9,2,37,87,74,0.04,0.09,0.13,0.04,0.13,0.01,0.08,0.09,0.01,0.09,Matches,872cd68c
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,22,15,1442,16,4,3,7,4,0,1,3,0,5.7,4.9,1.5,6.4,16,18,87,0.25,0.19,0.44,0.25,0.44,0.35,0.09,0.45,0.31,0.4,Matches,b35db3f6
93,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,30,28,2426,27,0,8,8,0,0,0,4,0,0.5,0.5,4.1,4.6,44,128,89,0,0.3,0.3,0,0.3,0.02,0.15,0.17,0.02,0.17,Matches,3024e383
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,33,1984,9,9,764,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,011d8c56
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,56cafd0a
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,12,9,893,9.9,0,0,0,0,0,0,3,0,0.3,0.3,0,0.3,2,35,7,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,0c971997
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30,1986,25,20,1872,20.8,1,3,4,1,0,0,6,2,0.7,0.7,3.6,4.4,78,87,88,0.05,0.14,0.19,0.05,0.19,0.04,0.18,0.21,0.04,0.21,Matches,bbafc0c4
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,8,8,592,6.6,0,0,0,0,0,0,1,1,0.1,0.1,0,0.1,7,16,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,97c9bce3
99,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,33,28,2571,28.6,11,4,15,6,5,5,1,0,8.1,4.2,3.5,7.7,46,52,214,0.39,0.14,0.53,0.21,0.35,0.28,0.12,0.41,0.15,0.27,Matches,43a2e16c
100,Waldemar Anton,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,27,26,2278,25.3,1,0,1,1,0,0,1,0,1.8,1.8,0,1.8,23,101,14,0.04,0,0.04,0.04,0.04,0.07,0,0.07,0.07,0.07,Matches,5e66fa06
101,Luca Antonelli,it ITA,DFFW,Milan,it Serie A,30,1987,6,1,144,1.6,0,0,0,0,0,0,1,0,0,0,0,0,2,10,6,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches,40f0ed6c
102,Michail Antonio,jm JAM,FWMF,West Ham,eng Premier League,27,1990,21,16,1354,15,3,1,4,3,0,0,1,0,2.4,2.4,1,3.4,47,29,117,0.2,0.07,0.27,0.2,0.27,0.16,0.07,0.23,0.16,0.23,Matches,ac05f970
103,Mirko Antonucci,it ITA,FW,Roma,it Serie A,18,1999,2,0,31,0.3,0,1,1,0,0,0,0,0,0.6,0.6,0.4,0.9,1,1,6,0,2.9,2.9,0,2.9,1.69,1.07,2.76,1.69,2.76,Matches,91976866
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,34,31,2799,31.1,0,2,2,0,0,1,14,0,1.7,0.9,3.4,4.3,45,116,65,0,0.06,0.06,0,0.06,0.05,0.11,0.16,0.03,0.14,Matches,3e4f735d
105,Dennis Aogo,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,29,22,1954,21.7,0,6,6,0,0,0,5,0,1.3,1.3,2.3,3.6,20,85,75,0,0.28,0.28,0,0.28,0.06,0.11,0.17,0.06,0.17,Matches,c311243f
106,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,32,27,2433,27,6,5,11,6,0,0,1,0,5.3,5.3,4.5,9.8,87,195,131,0.22,0.18,0.41,0.22,0.41,0.2,0.17,0.36,0.2,0.36,Matches,a5db0bec
107,Alberto Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,21,15,1297,14.4,0,0,0,0,0,0,4,0,0.7,0.7,0.5,1.2,8,80,12,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08,Matches,ad340e17
108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,27,26,2124,23.6,1,1,2,1,0,0,9,1,1.6,1.6,1.9,3.6,12,76,15,0.04,0.04,0.08,0.04,0.08,0.07,0.08,0.15,0.07,0.15,Matches,58afe001
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,3,2,193,2.1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,Matches,2b15a82a
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,27,27,2302,25.6,1,3,4,1,0,0,4,0,2.8,2.8,1.3,4.1,26,225,45,0.04,0.12,0.16,0.04,0.16,0.11,0.05,0.16,0.11,0.16,Matches,56413b1f
111,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,21,1996,34,24,2018,22.4,5,3,8,5,0,0,5,0,5.2,5.2,1.5,6.6,94,75,152,0.22,0.13,0.36,0.22,0.36,0.23,0.07,0.29,0.23,0.29,Matches,fa18c72e
112,Sergio Araujo,ar ARG,MFFW,Las Palmas,es La Liga,25,1992,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,4,0,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches,080ac8d8
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,29,26,2414,26.8,2,1,3,2,0,0,8,0,0.8,0.8,0.4,1.2,34,158,2,0.07,0.04,0.11,0.07,0.11,0.03,0.01,0.04,0.03,0.04,Matches,850c0a0d
114,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2f965a72
115,Scott Arfield,ca CAN,MFFW,Burnley,eng Premier League,28,1988,18,15,1333,14.8,2,1,3,2,0,0,3,0,1.3,1.3,0.4,1.6,16,32,47,0.14,0.07,0.2,0.14,0.2,0.08,0.02,0.11,0.08,0.11,Matches,b1313ec4
116,Samuel Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,9,5,429,4.8,1,0,1,1,0,0,1,0,1.4,1.4,0,1.4,2,8,17,0.21,0,0.21,0.21,0.21,0.29,0,0.29,0.29,0.29,Matches,9c8f641a
117,Yoël Armougom,fr FRA,DFMF,Caen,fr Ligue 1,19,1998,4,1,139,1.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,5,6,10,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,9dd5da03
118,José Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,46e07328
119,Marko Arnautović,at AUT,FWMF,West Ham,eng Premier League,28,1989,31,28,2313,25.7,11,6,17,11,0,0,5,1,8.6,8.6,4.3,13,76,52,232,0.43,0.23,0.66,0.43,0.66,0.34,0.17,0.5,0.34,0.5,Matches,459419
120,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,29,28,2454,27.3,2,0,2,2,0,1,9,1,2.3,1.5,2.9,4.4,29,148,44,0.07,0,0.07,0.07,0.07,0.08,0.11,0.19,0.05,0.16,Matches,86e119e0
121,Jann-Fiete Arp,de GER,FWMF,Hamburger SV,de Bundesliga,17,2000,18,8,850,9.4,2,0,2,2,0,0,1,0,1.8,1.8,0.5,2.3,9,5,58,0.21,0,0.21,0.21,0.21,0.19,0.05,0.24,0.19,0.24,Matches,c21fb312
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,3,270,3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,11,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,cc29324e
123,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,30,2700,30,0,0,0,0,0,0,3,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,28d596a0
124,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,13,11,960,10.7,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.5,14,68,8,0.09,0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,Matches,2f4c5a52
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,3,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,01ae64cd
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,19,18,1568,17.4,0,0,0,0,0,0,4,0,0.2,0.2,0.7,0.9,49,98,88,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,Matches,089550f5
127,Takuma Asano,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,15,7,721,8,1,0,1,1,0,0,1,0,1.7,1.7,1.1,2.8,24,17,56,0.12,0,0.12,0.12,0.12,0.21,0.13,0.35,0.21,0.35,Matches,13ddc856
128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,29,27,2381,26.5,0,1,1,0,0,0,11,1,0.4,0.4,0.7,1.1,17,92,29,0,0.04,0.04,0,0.04,0.01,0.03,0.04,0.01,0.04,Matches,e26fcca3
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,23,2070,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9f0ea33f
130,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,21,1996,32,19,1844,20.5,6,6,12,6,0,0,2,0,4.5,4.5,6.4,10.9,135,157,209,0.29,0.29,0.59,0.29,0.59,0.22,0.31,0.53,0.22,0.53,Matches,45af8a54
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,34,33,2936,32.6,22,5,27,20,2,3,9,0,17.3,15,9.5,24.5,115,126,294,0.67,0.15,0.83,0.61,0.77,0.53,0.29,0.82,0.46,0.75,Matches,7dcf86f6
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,13,13,1051,11.7,0,0,0,0,0,0,2,2,0.1,0.1,0.5,0.5,8,50,17,0,0,0,0,0,0,0.04,0.05,0,0.05,Matches,a557e6b0
133,Simon Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,dfc85b89
134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,25,2250,25,1,1,2,1,0,0,5,0,1,1,0.3,1.4,30,97,8,0.04,0.04,0.08,0.04,0.08,0.04,0.01,0.05,0.04,0.05,Matches,1522dab2
135,Christian Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,25,1992,28,19,1784,19.8,2,2,4,2,0,0,1,0,4,4,2.6,6.7,70,47,125,0.1,0.1,0.2,0.1,0.2,0.2,0.13,0.34,0.2,0.34,Matches,8816329f
136,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,13,12,1057,11.7,10,4,14,9,1,2,0,0,8.4,6.8,1.1,8,31,9,85,0.85,0.34,1.19,0.77,1.11,0.71,0.1,0.81,0.58,0.68,Matches,d5dd5f1f
137,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,16,16,1416,15.7,13,3,16,10,3,4,1,1,16.2,13,2.3,15.3,30,26,112,0.83,0.19,1.02,0.64,0.83,1.03,0.15,1.18,0.83,0.98,Matches,d5dd5f1f
138,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,25,14,1266,14.1,9,5,14,8,1,2,1,0,7.1,5.5,1.9,7.4,31,15,137,0.64,0.36,1,0.57,0.92,0.51,0.13,0.64,0.39,0.53,Matches,97bfa797
139,Ludwig Augustinsson,se SWE,DFFW,Werder Bremen,de Bundesliga,23,1994,29,29,2532,28.1,1,1,2,1,0,0,3,0,1.2,1.2,2.1,3.4,48,103,151,0.04,0.04,0.07,0.04,0.07,0.04,0.07,0.12,0.04,0.12,Matches,9fec8860
140,Yann Aurel Bisseck,de GER,DFMF,Köln,de Bundesliga,16,2000,3,1,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,Matches,3963c25b
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,17,16,1429,15.9,2,2,4,2,0,0,2,2,0.8,0.8,2.6,3.4,32,67,152,0.13,0.13,0.25,0.13,0.25,0.05,0.16,0.21,0.05,0.21,Matches,5c2b4f07
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,24,10,1037,11.5,7,0,7,6,1,1,2,0,7.1,6.3,0.8,7.1,5,18,67,0.61,0,0.61,0.52,0.52,0.62,0.07,0.68,0.55,0.61,Matches,8d228291
143,Danilo Avelar,br BRA,DF,Amiens,fr Ligue 1,28,1989,21,20,1727,19.2,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.4,22,76,66,0.05,0,0.05,0.05,0.05,0.03,0.05,0.07,0.03,0.07,Matches,eacb45fd
144,Felipe Avenatti,uy URU,FW,Bologna,it Serie A,24,1993,11,4,468,5.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,2,8,30,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches,23f9e9d3
145,Durel Avounou,cg CGO,DFMF,Caen,fr Ligue 1,19,1997,9,8,651,7.2,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,5,13,23,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches,833a91a1
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,22,16,1512,16.8,1,1,2,1,0,0,2,1,0.9,0.9,0.1,1.1,10,46,5,0.06,0.06,0.12,0.06,0.12,0.06,0.01,0.06,0.06,0.06,Matches,70d8e84c
147,André Ayew,gh GHA,MFFW,West Ham,eng Premier League,27,1989,18,9,895,9.9,3,2,5,3,0,1,2,0,3.3,2.5,0.3,2.9,18,18,43,0.3,0.2,0.5,0.3,0.5,0.33,0.03,0.37,0.25,0.29,Matches,5dbefa9d
148,André Ayew,gh GHA,MFFW,Swansea City,eng Premier League,27,1989,12,10,950,10.6,0,2,2,0,0,0,3,0,1.9,1.9,1.3,3.2,16,24,53,0,0.19,0.19,0,0.19,0.18,0.13,0.3,0.18,0.3,Matches,5dbefa9d
149,Jordan Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,36,33,2852,31.7,7,2,9,6,1,1,2,1,7.3,6.5,2,8.5,76,50,232,0.22,0.06,0.28,0.19,0.25,0.23,0.06,0.29,0.2,0.27,Matches,da052c14
150,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,30,26,2251,25,1,0,1,1,0,0,5,1,1.2,1.2,1.8,3,26,80,76,0.04,0,0.04,0.04,0.04,0.05,0.07,0.12,0.05,0.12,Matches,eaf71a5e
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,37,3330,37,2,6,8,2,0,0,1,0,1.3,1.3,4.8,6.1,61,240,81,0.05,0.16,0.22,0.05,0.22,0.03,0.13,0.16,0.03,0.16,Matches,53cad200
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,17,14,1159,12.9,0,0,0,0,0,0,0,0,0,0,1,1,29,85,35,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches,d3ce9f1f
153,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,24,1993,16,1,448,5,4,1,5,2,2,2,1,0,3.9,2.4,1.1,3.5,10,12,38,0.8,0.2,1,0.4,0.6,0.79,0.22,1.02,0.48,0.7,Matches,422ec08a
154,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,13,8,750,8.3,2,1,3,1,1,1,0,0,3.5,2.7,1,3.7,11,13,52,0.24,0.12,0.36,0.12,0.24,0.42,0.13,0.55,0.32,0.45,Matches,422ec08a
155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,30,1986,35,30,2497,27.7,15,6,21,14,1,1,9,0,14,13.2,4.7,18,56,39,188,0.54,0.22,0.76,0.5,0.72,0.51,0.17,0.68,0.48,0.65,Matches,09a9e921
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,27,27,2351,26.1,2,1,3,2,0,0,9,2,2,2,2.8,4.9,24,222,35,0.08,0.04,0.11,0.08,0.11,0.08,0.11,0.19,0.08,0.19,Matches,e8c930bb
157,Holger Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,27,24,2173,24.1,2,0,2,2,0,0,2,0,1.2,1.2,0.1,1.3,12,47,1,0.08,0,0.08,0.08,0.08,0.05,0,0.05,0.05,0.05,Matches,45b7edae
158,Dylan Bahamboula,cg CGO,FWMF,Dijon,fr Ligue 1,22,1995,4,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,7844c810
159,Farès Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,11,2,307,3.4,1,0,1,1,0,0,2,0,0.2,0.2,0.7,0.9,11,9,34,0.29,0,0.29,0.29,0.29,0.07,0.21,0.28,0.07,0.28,Matches,776972d5
