,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,#NAME?
2147,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,20,19,1476,16.4,1,1,2,1,0,0,5,0,0.6,0.6,0.8,1.5,15,101,18,0.06,0.06,0.12,0.06,0.12,0.04,0.05,0.09,0.04,0.09,Matches,f4081572
2148,Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e385200c
2149,Wesley Saïd,fr FRA,FWMF,Dijon,fr Ligue 1,23,1995,34,25,2253,25,4,1,5,4,0,1,4,0,5.1,4.3,2.8,7.1,68,78,160,0.16,0.04,0.2,0.16,0.2,0.2,0.11,0.32,0.17,0.28,Matches,90fcf472
2150,Allan Saint-Maximin,fr FRA,FW,Nice,fr Ligue 1,21,1997,34,34,2900,32.2,6,3,9,5,1,2,2,0,7.8,6.3,6.6,12.8,202,93,309,0.19,0.09,0.28,0.16,0.25,0.24,0.2,0.45,0.19,0.4,Matches,2b16cb1a
2151,Théo Sainte-Luce,fr FRA,MF,Nîmes,fr Ligue 1,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,93c942fb
2152,Romain Saïss,ma MAR,MFDF,Wolves,eng Premier League,28,1990,19,12,1149,12.8,2,0,2,2,0,0,7,0,1.4,1.4,0.6,2,9,66,8,0.16,0,0.16,0.16,0.16,0.11,0.05,0.16,0.11,0.16,Matches,9fbbcf39
2153,Samuel Sáiz,es ESP,MF,Getafe,es La Liga,27,1991,10,2,305,3.4,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,13,13,25,0.3,0,0.3,0.3,0.3,0.09,0.04,0.13,0.09,0.13,Matches,13e0eb29
2154,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bc7dc64d
2155,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,27,26,2374,26.4,1,4,5,1,0,0,3,0,0.4,0.4,2.9,3.3,37,100,111,0.04,0.15,0.19,0.04,0.19,0.01,0.11,0.12,0.01,0.12,Matches,d63e2912
2156,Diafra Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,2,2,144,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,1,16,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,57c433c8
2157,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,27,27,2416,26.8,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,8,91,3,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,Matches,87935cf3
2158,Bakary Sako,ml MLI,FW,Crystal Palace,eng Premier League,30,1988,4,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Matches,381d7d54
2159,Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,19,16,1369,15.2,12,2,14,10,2,2,0,0,6.5,4.9,1.7,6.6,15,26,99,0.79,0.13,0.92,0.66,0.79,0.43,0.11,0.54,0.32,0.43,Matches,5d59e0df
2160,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,21,16,1518,16.9,0,1,1,0,0,0,5,0,0.3,0.3,1.6,1.9,54,123,66,0,0.06,0.06,0,0.06,0.02,0.1,0.11,0.02,0.11,Matches,da5a981b
2161,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,38,37,3250,36.1,22,8,30,19,3,3,1,0,20.2,17.9,9.4,27.2,131,127,429,0.61,0.22,0.83,0.53,0.75,0.56,0.26,0.82,0.49,0.75,Matches,e342ad68
2162,Bartosz Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,20,19,1725,19.2,0,0,0,0,0,0,3,0,0.8,0.8,0,0.9,5,38,2,0,0,0,0,0,0.04,0,0.05,0.04,0.05,Matches,9b30df1e
2163,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,6,6,460,5.1,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,2,25,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,64c07ae1
2164,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,16,13,1277,14.2,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,7,21,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,972aeb2a
2165,Yannis Salibur,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,27,1991,21,9,885,9.8,1,3,4,1,0,0,2,1,2.1,2.1,2.6,4.7,57,39,88,0.1,0.31,0.41,0.1,0.41,0.21,0.26,0.47,0.21,0.47,Matches,bb4a42be
2166,Yannis Salibur,fr FRA,MF,Guingamp,fr Ligue 1,27,1991,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bb4a42be
2167,Roland Sallai,hu HUN,MF,Freiburg,de Bundesliga,21,1997,10,5,527,5.9,2,0,2,2,0,0,3,0,1.5,1.5,0.4,1.9,19,20,44,0.34,0,0.34,0.34,0.34,0.25,0.07,0.32,0.25,0.32,Matches,bf075f6b
2168,Edgar Salli,cm CMR,FWMF,Nürnberg,de Bundesliga,25,1992,3,1,116,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,3,6,0,0,0,0,0,0.07,0.02,0.08,0.07,0.08,Matches,41d1fbc6
2169,Brice Samba,fr FRA,GK,Caen,fr Ligue 1,24,1994,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,60d90c55
2170,Junior Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,21,1996,30,7,926,10.3,0,1,1,0,0,0,3,0,2.1,2.1,1.6,3.7,35,38,77,0,0.1,0.1,0,0.1,0.21,0.16,0.36,0.21,0.36,Matches,24eb7ed6
2171,Paolo Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,8,6,553,6.1,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,7,49,7,0.16,0,0.16,0.16,0.16,0.03,0.04,0.08,0.03,0.08,Matches,3c1e4e84
2172,Frédéric Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,32,1986,14,6,538,6,0,0,0,0,0,0,3,1,0.6,0.6,0.6,1.2,16,31,31,0,0,0,0,0,0.1,0.11,0.2,0.1,0.2,Matches,8802c1d5
2173,Mikel San José,es ESP,MF,Athletic Club,es La Liga,29,1989,33,16,1733,19.3,0,0,0,0,0,0,7,0,1,1,1.7,2.7,11,98,33,0,0,0,0,0,0.05,0.09,0.14,0.05,0.14,Matches,003a5c72
2174,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,15,9,766,8.5,3,0,3,3,0,1,1,0,5.1,4.3,0.3,4.7,14,20,42,0.35,0,0.35,0.35,0.35,0.6,0.04,0.64,0.51,0.55,Matches,0a447501
2175,Antonio Sanabria,py PAR,FW,Betis,es La Liga,22,1996,15,8,811,9,2,0,2,1,1,1,2,0,3.3,2.5,0,2.5,12,9,27,0.22,0,0.22,0.11,0.11,0.37,0,0.37,0.28,0.28,Matches,0a447501
2176,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,17,4,577,6.4,1,1,2,1,0,0,2,1,0.9,0.9,0.9,1.8,26,38,27,0.16,0.16,0.31,0.16,0.31,0.13,0.14,0.27,0.13,0.27,Matches,032f894e
2177,Alexis Sánchez,cl CHI,FWMF,Manchester Utd,eng Premier League,29,1988,20,9,880,9.8,1,3,4,1,0,0,3,0,1.5,1.5,3,4.5,37,50,89,0.1,0.31,0.41,0.1,0.41,0.15,0.31,0.46,0.15,0.46,Matches,2c0f8e9e
2178,Carlos Sánchez,co COL,MF,West Ham,eng Premier League,32,1986,7,2,245,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,14,1,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches,50b51fac
2179,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,22,1996,23,22,1942,21.6,1,1,2,1,0,0,2,0,1.4,1.4,0.4,1.8,5,59,2,0.05,0.05,0.09,0.05,0.09,0.06,0.02,0.08,0.06,0.08,Matches,da7b447d
2180,Javi Sánchez,es ESP,DF,Real Madrid,es La Liga,21,1997,1,0,46,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,60359288
2181,Víctor Sánchez,es ESP,MF,Espanyol,es La Liga,30,1987,24,13,1265,14.1,0,2,2,0,0,0,9,0,0.5,0.5,0.8,1.3,11,59,34,0,0.14,0.14,0,0.14,0.03,0.06,0.09,0.03,0.09,Matches,ad4d0985
2182,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,18,2000,34,26,2461,27.3,12,14,26,12,0,0,2,0,7,7,7.7,14.7,149,130,328,0.44,0.51,0.95,0.44,0.95,0.26,0.28,0.54,0.26,0.54,Matches,dbf053da
2183,Sandro,br BRA,MF,Udinese,it Serie A,29,1989,12,7,594,6.6,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,1,22,3,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches,c1c2c925
2184,Sandro,br BRA,MF,Genoa,it Serie A,29,1989,13,9,711,7.9,0,1,1,0,0,0,3,0,0.2,0.2,0.5,0.7,4,31,2,0,0.13,0.13,0,0.13,0.02,0.06,0.09,0.02,0.09,Matches,c1c2c925
2185,Alex Sandro,br BRA,DF,Juventus,it Serie A,27,1991,31,28,2387,26.5,1,2,3,1,0,0,7,0,1.5,1.5,2.4,3.9,104,163,163,0.04,0.08,0.11,0.04,0.11,0.06,0.09,0.15,0.06,0.15,Matches,0d82903c
2186,Leroy Sané,de GER,FW,Manchester City,eng Premier League,22,1996,31,21,1867,20.7,10,10,20,10,0,0,1,0,6.7,6.7,7.4,14.1,84,67,341,0.48,0.48,0.96,0.48,0.96,0.32,0.36,0.68,0.32,0.68,Matches,2b114be3
2187,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,30,29,2614,29,2,0,2,2,0,0,4,0,1.6,1.6,0.3,1.9,25,97,7,0.07,0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,Matches,791abba1
2188,Luca Sangalli,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,18,12,999,11.1,1,3,4,1,0,0,0,0,1.5,1.5,1.3,2.8,20,36,34,0.09,0.27,0.36,0.09,0.36,0.14,0.11,0.25,0.14,0.25,Matches,7958dc65
2189,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,28,27,2467,27.4,1,3,4,1,0,0,7,0,2.3,2.3,1.7,4.1,37,227,36,0.04,0.11,0.15,0.04,0.15,0.09,0.06,0.15,0.09,0.15,Matches,bced0375
2190,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,22,17,1476,16.4,1,3,4,1,0,0,6,0,2,2,1,3.1,29,71,52,0.06,0.18,0.24,0.06,0.24,0.12,0.06,0.19,0.12,0.19,Matches,c650629d
2191,Baissama Sankoh,gn GUI,MFFW,Caen,fr Ligue 1,26,1992,15,6,651,7.2,0,0,0,0,0,0,2,1,0.3,0.3,0.1,0.3,10,15,21,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,Matches,a8b4a643
2192,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,21,13,1243,13.8,3,0,3,2,1,1,3,0,7.9,7.1,0.8,7.8,8,14,90,0.22,0,0.22,0.14,0.14,0.57,0.05,0.62,0.51,0.57,Matches,11ced928
2193,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,33,27,2403,26.7,5,3,8,5,0,0,9,0,2.3,2.3,2.2,4.5,72,147,96,0.19,0.11,0.3,0.19,0.3,0.08,0.08,0.17,0.08,0.17,Matches,6e7f1353
2194,Nicola Sansone,it ITA,FW,Bologna,it Serie A,26,1991,15,13,1139,12.7,2,4,6,2,0,0,4,1,1.7,1.7,2.3,4.1,40,35,108,0.16,0.32,0.47,0.16,0.47,0.14,0.18,0.32,0.14,0.32,Matches,7eb97a8e
2195,Nicola Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,3,0,37,0.4,1,1,2,1,0,0,1,0,0,0,0,0.1,1,3,8,2.43,2.43,4.86,2.43,4.86,0.06,0.11,0.17,0.06,0.17,Matches,7eb97a8e
2196,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,38,37,3245,36.1,1,0,1,1,0,0,2,0,1.4,1.4,0.5,1.9,37,140,20,0.03,0,0.03,0.03,0.03,0.04,0.02,0.05,0.04,0.05,Matches,5e22e2a4
2197,Roberto Santamaría,es ESP,GK,Huesca,es La Liga,33,1985,20,20,1800,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bca21ef3
2198,Federico Santander,py PAR,FW,Bologna,it Serie A,27,1991,32,23,2065,22.9,8,3,11,8,0,0,5,0,8.6,8.6,3,11.6,16,36,137,0.35,0.13,0.48,0.35,0.48,0.37,0.13,0.51,0.37,0.51,Matches,df85d472
2199,Davide Santon,it ITA,DF,Roma,it Serie A,27,1991,17,11,1009,11.2,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,51,61,45,0,0.09,0.09,0,0.09,0.01,0.06,0.07,0.01,0.07,Matches,88c89891
2200,Michael Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,16,5,557,6.2,1,3,4,1,0,0,4,0,2.1,2.1,0.6,2.7,13,10,46,0.16,0.48,0.65,0.16,0.65,0.34,0.1,0.44,0.34,0.44,Matches,3cb6f224
2201,Samir Santos,br BRA,DF,Udinese,it Serie A,23,1994,21,21,1797,20,2,0,2,2,0,0,7,0,0.9,0.9,1.3,2.2,24,54,27,0.1,0,0.1,0.1,0.1,0.05,0.06,0.11,0.05,0.11,Matches,92b4758e
2202,Riccardo Saponara,it ITA,MF,Sampdoria,it Serie A,26,1991,22,11,905,10.1,2,4,6,2,0,0,2,0,1.5,1.5,2,3.5,36,64,82,0.2,0.4,0.6,0.2,0.6,0.15,0.2,0.35,0.15,0.35,Matches,3bb7af3b
2203,Pablo Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,33,30,2724,30.3,12,13,25,11,1,1,9,0,12,11.3,11.1,22.4,100,191,327,0.4,0.43,0.83,0.36,0.79,0.4,0.37,0.77,0.37,0.74,Matches,9744ff80
2204,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,9,7,653,7.3,0,1,1,0,0,0,2,0,0,0,1,1,25,36,50,0,0.14,0.14,0,0.14,0,0.13,0.14,0,0.14,Matches,1c96ad85
2205,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,10,1,212,2.4,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.6,5,1,19,0.85,0,0.85,0.85,0.85,0.63,0.05,0.68,0.63,0.68,Matches,a8d4428b
2206,Bouna Sarr,sn SEN,DFMF,Marseille,fr Ligue 1,26,1992,29,25,2242,24.9,1,1,2,1,0,0,3,1,1.4,1.4,2,3.4,111,99,115,0.04,0.04,0.08,0.04,0.08,0.05,0.08,0.13,0.05,0.13,Matches,1a4b9094
2207,Ismaila Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,35,32,2788,31,8,6,14,7,1,1,6,0,6,5.2,6.1,11.3,163,93,272,0.26,0.19,0.45,0.23,0.42,0.19,0.2,0.39,0.17,0.36,Matches,bfdb33aa
2208,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,35,34,2994,33.3,1,1,2,1,0,0,1,0,1,1,0.5,1.5,21,140,25,0.03,0.03,0.06,0.03,0.06,0.03,0.02,0.05,0.03,0.05,Matches,4315f30d
2209,Lluís Sastre,es ESP,MF,Huesca,es La Liga,32,1986,4,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,5f186f5c
2210,Marco Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,5,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0,0,0,0,0,0,0,0,0,0,Matches,1ad1f50d
2211,Marco Sau,it ITA,FWMF,Cagliari,it Serie A,30,1987,14,5,558,6.2,1,0,1,1,0,0,4,0,1.1,1.1,0.4,1.5,17,10,40,0.16,0,0.16,0.16,0.16,0.18,0.06,0.24,0.18,0.24,Matches,1ad1f50d
2212,Téji Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,32,32,2864,31.8,6,14,20,2,4,4,6,1,5.6,2.4,10.4,12.8,61,244,41,0.19,0.44,0.63,0.06,0.5,0.17,0.33,0.5,0.08,0.4,Matches,6bde367b
2213,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,27,1991,18,17,1398,15.5,0,2,2,0,0,0,5,1,0.7,0.7,0.7,1.4,3,40,3,0,0.13,0.13,0,0.13,0.04,0.04,0.09,0.04,0.09,Matches,f6ac68c1
2214,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,24,22,1999,22.2,4,1,5,4,0,0,12,0,1.9,1.9,0.7,2.6,26,72,8,0.18,0.05,0.23,0.18,0.23,0.08,0.03,0.12,0.08,0.12,Matches,c8aa95da
2215,Ezequiel Schelotto,it ITA,DF,Chievo,it Serie A,29,1989,4,2,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,6,8,6,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09,Matches,a6e316c1
2216,Nicolás Schiappacasse,uy URU,FWMF,Parma,it Serie A,19,1999,3,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,afe31d55
2217,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,28,20,1841,20.5,0,4,4,0,0,0,10,0,0.6,0.6,2.5,3.2,45,125,32,0,0.2,0.2,0,0.2,0.03,0.12,0.16,0.03,0.16,Matches,bd84fc61
2218,Patrik Schick,cz CZE,FWMF,Roma,it Serie A,22,1996,24,15,1314,14.6,3,0,3,3,0,0,4,0,5.4,5.4,1.5,6.9,13,21,90,0.21,0,0.21,0.21,0.21,0.37,0.1,0.47,0.37,0.47,Matches,5d4f7d61
2219,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,9,3,258,2.9,1,0,1,1,0,0,1,0,0.7,0.7,0.6,1.3,2,7,24,0.35,0,0.35,0.35,0.35,0.23,0.21,0.44,0.23,0.44,Matches,37c213cf
2220,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,37,37,3260,36.2,1,0,1,1,0,0,5,1,1.1,1.1,0.2,1.3,15,72,5,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches,8ae9869d
2221,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,9,8,773,8.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,5,24,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,f6bdc830
2222,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,4,2,226,2.5,0,0,0,0,0,0,1,0,0,0,0,0,3,7,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,34e12499
2223,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,30,18,1670,18.6,4,1,5,4,0,0,1,0,3.2,3.2,1.2,4.4,35,77,95,0.22,0.05,0.27,0.22,0.27,0.17,0.06,0.24,0.17,0.24,Matches,3312f911
2224,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,38,3420,38,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,0,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,53af52f3
2225,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,9,6,566,6.3,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,19,26,33,0,0.16,0.16,0,0.16,0.03,0.05,0.08,0.03,0.08,Matches,89565ac5
2226,Jonathan Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28,28,2520,28,3,7,10,3,0,0,1,0,0.8,0.8,3.3,4.1,43,109,87,0.11,0.25,0.36,0.11,0.36,0.03,0.12,0.15,0.03,0.15,Matches,088ca1bd
2227,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,14,10,834,9.3,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,6,47,5,0,0.11,0.11,0,0.11,0.02,0.05,0.06,0.02,0.06,Matches,51b41c5c
2228,Alessandro Schöpf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,15,11,1004,11.2,1,0,1,1,0,0,3,0,1.2,1.2,1.4,2.6,43,35,49,0.09,0,0.09,0.09,0.09,0.11,0.12,0.23,0.11,0.23,Matches,106bca06
2229,Nico Schulz,de GER,DF,Hoffenheim,de Bundesliga,25,1993,30,29,2537,28.2,1,5,6,1,0,0,6,0,2.3,2.3,10.5,12.8,166,103,255,0.04,0.18,0.21,0.04,0.21,0.08,0.37,0.45,0.08,0.45,Matches,fa274d97
2230,André Schürrle,de GER,FWMF,Fulham,eng Premier League,27,1990,24,21,1641,18.2,6,0,6,6,0,0,2,0,3.6,3.6,1.9,5.6,46,57,136,0.33,0,0.33,0.33,0.33,0.2,0.11,0.31,0.2,0.31,Matches,ecbb3fdf
2231,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,27,25,2075,23.1,0,1,1,0,0,0,7,0,0.3,0.3,3,3.4,13,117,11,0,0.04,0.04,0,0.04,0.01,0.13,0.15,0.01,0.15,Matches,5528407e
2232,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,33,2970,33,0,1,1,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0.03,0.03,0,0.03,0,0,0,0,0,Matches,0d55d942
2233,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,22,17,1459,16.2,0,3,3,0,0,0,8,0,0.3,0.3,2.6,2.8,14,67,9,0,0.19,0.19,0,0.19,0.02,0.16,0.17,0.02,0.17,Matches,ea164f99
2234,Simone Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,41bd99ea
2235,Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c4f573f4
2236,Stanley Segarel,fr FRA,FW,Amiens,fr Ligue 1,24,1994,3,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,b2459674
2237,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,30,16,1739,19.3,3,5,8,3,0,0,4,0,5.2,5.2,3.4,8.6,43,22,150,0.16,0.26,0.41,0.16,0.41,0.27,0.18,0.44,0.27,0.44,Matches,1238a3f9
2238,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,20,19,1669,18.5,0,5,5,0,0,0,6,0,0.4,0.4,2.5,2.9,17,104,19,0,0.27,0.27,0,0.27,0.02,0.14,0.16,0.02,0.16,Matches,4db2157a
2239,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,37,3330,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,834b5c4c
2240,Ken Sema,se SWE,MFFW,Watford,eng Premier League,24,1993,17,9,754,8.4,1,2,3,1,0,0,1,0,0.8,0.8,0.6,1.4,30,17,60,0.12,0.24,0.36,0.12,0.36,0.1,0.07,0.17,0.1,0.17,Matches,1770bd68
2241,Alfa Semedo,gw GNB,MF,Espanyol,es La Liga,20,1997,3,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0.1,3,3,1,0,0,0,0,0,0.09,0.04,0.14,0.09,0.14,Matches,7750704
2242,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,26,20,1600,17.8,1,0,1,1,0,0,4,0,0.3,0.3,0.3,0.6,54,44,119,0.06,0,0.06,0.06,0.06,0.02,0.02,0.03,0.02,0.03,Matches,d04b94db
2243,Rúben Semedo,pt POR,DF,Huesca,es La Liga,24,1994,11,9,850,9.4,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,1,25,1,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches,c904f3d5
2244,Adrian Šemper,hr CRO,GK,Chievo,it Serie A,20,1998,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f02dde20
2245,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,28,23,1972,21.9,2,4,6,2,0,0,8,0,1.9,1.9,5.6,7.4,35,133,73,0.09,0.18,0.27,0.09,0.27,0.09,0.25,0.34,0.09,0.34,Matches,b70bde8f
2246,Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,37,3330,37,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,343f753a
2247,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,26,20,1729,19.2,2,1,3,2,0,0,4,2,3,3,2.4,5.4,29,67,58,0.1,0.05,0.16,0.1,0.16,0.16,0.12,0.28,0.16,0.28,Matches,b3325a30
2248,Jean Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,32,27,2244,24.9,1,2,3,1,0,0,6,0,0.9,0.9,4.8,5.6,26,164,40,0.04,0.08,0.12,0.04,0.12,0.04,0.19,0.23,0.04,0.23,Matches,10efd0e1
2249,Leonardo Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dd7febd8
2250,Julien Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,3,1,119,1.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,3,9,0,0,0,0,0,0.23,0.05,0.28,0.23,0.28,Matches,7fb301af
2251,Grégory Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,4,1,108,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches,c4527123
2252,Ryan Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,35,26,2300,25.6,2,6,8,2,0,0,0,0,4,4,3.8,7.8,57,57,193,0.08,0.23,0.31,0.08,0.31,0.16,0.15,0.31,0.16,0.31,Matches,6aa3e78b
